Frame Time, x, y
44.962,-1,-1
45.003,-1,-1
45.045,-1,-1
45.087,-1,-1
45.128,-1,-1
45.170,-1,-1
45.212,-1,-1
45.254,-1,-1
45.295,-1,-1
45.337,-1,-1
45.379,-1,-1
45.420,-1,-1
45.462,-1,-1
45.504,-1,-1
45.546,-1,-1
45.587,-1,-1
45.629,-1,-1
45.671,-1,-1
45.712,-1,-1
45.754,-1,-1
45.796,-1,-1
45.837,-1,-1
45.879,-1,-1
45.921,-1,-1
45.963,-1,-1
46.004,-1,-1
46.046,-1,-1
46.088,-1,-1
46.129,-1,-1
46.171,-1,-1
46.213,-1,-1
46.255,-1,-1
46.296,-1,-1
46.338,-1,-1
46.380,-1,-1
46.421,-1,-1
46.463,-1,-1
46.505,-1,-1
46.546,-1,-1
46.588,-1,-1
46.630,-1,-1
46.672,-1,-1
46.713,-1,-1
46.755,-1,-1
46.797,-1,-1
46.838,-1,-1
46.880,-1,-1
46.922,-1,-1
46.964,-1,-1
47.005,-1,-1
47.047,-1,-1
47.089,-1,-1
47.130,-1,-1
47.172,-1,-1
47.214,-1,-1
47.256,-1,-1
47.297,-1,-1
47.339,-1,-1
47.381,-1,-1
47.422,-1,-1
47.464,-1,-1
47.506,-1,-1
47.548,-1,-1
47.589,-1,-1
47.631,-1,-1
47.673,-1,-1
47.714,-1,-1
47.756,-1,-1
47.798,-1,-1
47.839,-1,-1
47.881,-1,-1
47.923,-1,-1
47.965,-1,-1
48.006,-1,-1
48.048,-1,-1
48.090,-1,-1
48.131,-1,-1
48.173,-1,-1
48.215,-1,-1
48.257,-1,-1
48.298,-1,-1
48.340,-1,-1
48.382,-1,-1
48.423,-1,-1
48.465,-1,-1
48.507,-1,-1
48.549,-1,-1
48.590,-1,-1
48.632,-1,-1
48.674,-1,-1
48.715,-1,-1
48.757,-1,-1
48.799,-1,-1
48.840,-1,-1
48.882,-1,-1
48.924,-1,-1
48.966,-1,-1
49.007,-1,-1
49.049,-1,-1
49.091,-1,-1
49.132,-1,-1
49.174,-1,-1
49.216,-1,-1
49.258,-1,-1
49.299,-1,-1
49.341,-1,-1
49.383,-1,-1
49.424,-1,-1
49.466,-1,-1
49.508,-1,-1
49.549,-1,-1
49.591,-1,-1
49.633,-1,-1
49.675,-1,-1
49.716,-1,-1
49.758,-1,-1
49.800,-1,-1
49.841,-1,-1
49.883,-1,-1
